============================================================
  DISK OPTIMIZATION SCRIPT - Quality Preserved
  Mode: DRY RUN (no changes)
  Log: \python\MCP\Tools\optimize_log_20260425_172012.txt
============================================================

===== STEP 1: Python __pycache__ (auto-regenerated) =====
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\copyreg.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\csv.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\dataclasses.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\datetime.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\decimal.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\dis.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\enum.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\filecmp.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\fnmatch.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\fractions.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\functools.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\getopt.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\getpass.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\gettext.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\glob.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\gzip.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\hashlib.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\heapq.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\hmac.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\inspect.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\ipaddress.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\keyword.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\linecache.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\locale.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\lzma.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\mimetypes.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\netrc.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\nturl2path.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\numbers.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\opcode.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\operator.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\optparse.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\pathlib.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\pickle.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\pkgutil.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\platform.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\plistlib.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\py_compile.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\queue.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\quopri.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\random.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\reprlib.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\selectors.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\shlex.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\shutil.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\signal.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\socket.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\socketserver.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\ssl.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\string.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\stringprep.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\struct.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\subprocess.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\sysconfig.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\tarfile.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\tempfile.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\textwrap.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\threading.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\token.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\tokenize.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\traceback.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\types.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\typing.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\uuid.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\warnings.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\weakref.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\_compat_pickle.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\_compression.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\_markupbase.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\_weakrefset.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Lib\__pycache__\__future__.cpython-312.pyc
  [DRY] Would remove .pyc: D:\vcp\VCPToolBox-main\runtimes\python\Scripts\__pycache__\automation.cpython-312.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\asset_manager.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\blueprint_hacker.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\character_setup.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\config_manager.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\input_manager.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\level_builder.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\ue_connector.cpython-311.pyc
  [DRY] Would remove .pyc: D:\\̩Ƽ\UE_Automation\core\__pycache__\__init__.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\asset_manager.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\blueprint_hacker.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\character_setup.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\config_manager.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\input_manager.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\level_builder.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\ue_connector.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\\AIƳļ\UE_Automation\core\__pycache__\__init__.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\config\__pycache__\theme.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__\preferences.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__\rfbrush_base.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__\rfcore.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__\rftool_base.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__\rftool_statusbar.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__\__init__.cpython-311.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_events.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_events.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_events.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_futures.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_futures.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_futures.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_subprocess.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_subprocess.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_subprocess.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_tasks.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_tasks.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\base_tasks.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\constants.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\constants.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\constants.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\coroutines.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\coroutines.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\coroutines.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\events.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\events.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\events.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\exceptions.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\exceptions.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\exceptions.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\format_helpers.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\format_helpers.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\format_helpers.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\futures.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\futures.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\futures.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\locks.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\locks.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\locks.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\log.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\log.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\log.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\mixins.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\mixins.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\mixins.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\proactor_events.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\proactor_events.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\proactor_events.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\protocols.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\protocols.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\protocols.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\queues.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\queues.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\queues.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\runners.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\runners.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\runners.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\selector_events.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\selector_events.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\selector_events.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\sslproto.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\sslproto.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\sslproto.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\staggered.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\staggered.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\staggered.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\streams.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\streams.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\streams.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\subprocess.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\subprocess.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\subprocess.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\tasks.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\tasks.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\tasks.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\threads.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\threads.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\threads.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\transports.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\transports.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\transports.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\trsock.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\trsock.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\trsock.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\unix_events.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\unix_events.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\unix_events.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\windows_events.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\windows_events.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\windows_events.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\windows_utils.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\windows_utils.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\windows_utils.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\__init__.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\__init__.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\__init__.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\__main__.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\__main__.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\asyncio\__pycache__\__main__.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\collections\__pycache__\abc.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\collections\__pycache__\abc.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\collections\__pycache__\abc.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\collections\__pycache__\__init__.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\collections\__pycache__\__init__.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\collections\__pycache__\__init__.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\concurrent\__pycache__\__init__.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\concurrent\__pycache__\__init__.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\concurrent\__pycache__\__init__.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\util.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\util.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\util.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\wintypes.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\wintypes.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\wintypes.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\_aix.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\_aix.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\_aix.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\_endian.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\_endian.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\_endian.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\__init__.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\__init__.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\ctypes\__pycache__\__init__.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\ascii.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\ascii.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\ascii.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\has_key.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\has_key.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\has_key.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\panel.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\panel.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\panel.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\textpad.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\textpad.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\textpad.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\__init__.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\__init__.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\curses\__pycache__\__init__.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\dbm\__pycache__\dumb.cpython-310.opt-1.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\dbm\__pycache__\dumb.cpython-310.opt-2.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\dbm\__pycache__\dumb.cpython-310.pyc
  [DRY] Would remove .pyc: F:\\Python\Python310\Lib\dbm\__pycache__\gnu.cpython-310.opt-1.pyc
